season_id,season_label,event_id,home_team,away_team,is_spl_match,match_url
78478,25/26,14195487,Albirex Niigata Singapore,Balestier Khalsa,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:14195487
78478,25/26,14195482,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:14195482
78478,25/26,14254081,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:14254081
78478,25/26,14195505,Albirex Niigata Singapore,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:14195505
78478,25/26,14254830,Albirex Niigata Singapore,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:14254830
78478,25/26,14195502,Balestier Khalsa,Tanjong Pagar United,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:14195502
78478,25/26,14566651,Barcelona Eintracht,Frankfurt,0,https://www.sofascore.com/football/match/barcelona-eintracht-frankfurt/zdbsrgb#id:14566651
78478,25/26,15200524,Cf Talavera Real,Madrid,0,https://www.sofascore.com/football/match/cf-talavera-real-madrid/EgbstQFb#id:15200524
78478,25/26,14083164,Deportivo Alaves Real,Madrid,0,https://www.sofascore.com/football/match/deportivo-alaves-real-madrid/EgbsKhb#id:14083164
78478,25/26,14195506,Balestier Khalsa,Geylang International,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:14195506
78478,25/26,14195485,Geylang International,Tampines Rovers,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:14195485
78478,25/26,14195518,Geylang International,Tanjong Pagar United,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:14195518
78478,25/26,15200513,Guadalajara,Barcelona,0,https://www.sofascore.com/football/match/guadalajara-barcelona/rgbsFLj#id:15200513
78478,25/26,14195521,Albirex Niigata Singapore,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:14195521
78478,25/26,14296929,Geylang International,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:14296929
78478,25/26,14195515,Lion City Sailors,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:14195515
78478,25/26,14195504,Tampines Rovers,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:14195504
78478,25/26,14195509,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:14195509
78478,25/26,14566611,Inter,Liverpool,0,https://www.sofascore.com/football/match/inter-liverpool/UsXdb#id:14566611
78478,25/26,14211926,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:14211926
78478,25/26,14254390,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:14254390
78478,25/26,14254859,Lion City Sailors,Tanjong Pagar United,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:14254859
78478,25/26,14083168,Osasuna,Barcelona,0,https://www.sofascore.com/football/match/osasuna-barcelona/rgbsvgb#id:14083168
78478,25/26,14566595,Real Madrid Manchester,City,0,https://www.sofascore.com/football/match/real-madrid-manchester-city/rsEgb#id:14566595
78478,25/26,14083185,Sevilla Real,Madrid,0,https://www.sofascore.com/football/match/sevilla-real-madrid/EgbsIgb#id:14083185
78478,25/26,14195499,Balestier Khalsa,Tampines Rovers,1,https://www.sofascore.com/football/match/tampines-rovers-balestier-khalsa/OkbsTkb#id:14195499
78478,25/26,14195508,Lion City Sailors,Tampines Rovers,1,https://www.sofascore.com/football/match/tampines-rovers-lion-city-sailors/QkbsTkb#id:14195508
78478,25/26,14195484,Tampines Rovers,Tanjong Pagar United,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:14195484
78478,25/26,14254080,Tampines Rovers,Tanjong Pagar United,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:14254080
78478,25/26,14195507,Albirex Niigata Singapore,Young Lions,1,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:14195507
78478,25/26,14292002,Balestier Khalsa,Young Lions,1,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:14292002
78478,25/26,14195503,Geylang International,Young Lions,1,https://www.sofascore.com/football/match/young-lions-geylang-international/UkbsHGn#id:14195503
78478,25/26,14195520,Lion City Sailors,Young Lions,1,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:14195520
78478,25/26,14195516,Tanjong Pagar United,Young Lions,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:14195516
78478,25/26,14689646,Tanjong Pagar United,Young Lions,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:14689646
59708,2024,12246951,Albirex Niigata Singapore,Balestier Khalsa,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246951
59708,2024,12246992,Albirex Niigata Singapore,Balestier Khalsa,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246992
59708,2024,12247028,Albirex Niigata Singapore,Balestier Khalsa,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12247028
59708,2024,12246921,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246921
59708,2024,12246958,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246958
59708,2024,12246999,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246999
59708,2024,12247037,Albirex Niigata Singapore,Geylang International,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12247037
59708,2024,12246925,Albirex Niigata Singapore,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246925
59708,2024,12246972,Albirex Niigata Singapore,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246972
59708,2024,12247007,Albirex Niigata Singapore,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12247007
59708,2024,12247045,Albirex Niigata Singapore,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12247045
59708,2024,12246950,Albirex Niigata Singapore,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246950
59708,2024,12246990,Albirex Niigata Singapore,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246990
59708,2024,12247022,Albirex Niigata Singapore,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12247022
59708,2024,12247056,Albirex Niigata Singapore,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12247056
59708,2024,12246912,Albirex Niigata Singapore,Tanjong Pagar United,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246912
59708,2024,12246955,Albirex Niigata Singapore,Tanjong Pagar United,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246955
59708,2024,12246993,Albirex Niigata Singapore,Tanjong Pagar United,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246993
59708,2024,12247034,Albirex Niigata Singapore,Tanjong Pagar United,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12247034
59708,2024,12246940,Balestier Khalsa,Tanjong Pagar United,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246940
59708,2024,12246983,Balestier Khalsa,Tanjong Pagar United,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246983
59708,2024,12247021,Balestier Khalsa,Tanjong Pagar United,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12247021
59708,2024,12247054,Balestier Khalsa,Tanjong Pagar United,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12247054
59708,2024,14566651,Barcelona Eintracht,Frankfurt,0,https://www.sofascore.com/football/match/barcelona-eintracht-frankfurt/zdbsrgb#id:14566651
59708,2024,12246932,Albirex Niigata Singapore,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:12246932
59708,2024,12246981,Albirex Niigata Singapore,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:12246981
59708,2024,12247016,Albirex Niigata Singapore,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:12247016
59708,2024,12247051,Albirex Niigata Singapore,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:12247051
59708,2024,12246911,Balestier Khalsa,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:12246911
59708,2024,12246971,Balestier Khalsa,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:12246971
59708,2024,12246998,Balestier Khalsa,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:12246998
59708,2024,12247039,Balestier Khalsa,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:12247039
59708,2024,12246964,Geylang International,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:12246964
59708,2024,12247009,Geylang International,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:12247009
59708,2024,12247042,Geylang International,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:12247042
59708,2024,13780842,Geylang International,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:13780842
59708,2024,12246954,Hougang United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12246954
59708,2024,12246997,Hougang United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12246997
59708,2024,12247029,Hougang United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12247029
59708,2024,12246936,Lion City Sailors,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12246936
59708,2024,12246978,Lion City Sailors,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12246978
59708,2024,12247012,Lion City Sailors,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12247012
59708,2024,12247046,Lion City Sailors,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12247046
59708,2024,12404673,Lion City Sailors,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12404673
59708,2024,12246930,Tampines Rovers,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12246930
59708,2024,12246960,Tampines Rovers,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12246960
59708,2024,12246996,Tampines Rovers,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12246996
59708,2024,12247033,Tampines Rovers,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12247033
59708,2024,12246918,Tanjong Pagar United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12246918
59708,2024,12246965,Tanjong Pagar United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12246965
59708,2024,12247002,Tanjong Pagar United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12247002
59708,2024,12247047,Tanjong Pagar United,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12247047
59708,2024,12246944,Young Lions,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12246944
59708,2024,12246989,Young Lions,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12246989
59708,2024,12247017,Young Lions,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12247017
59708,2024,12247063,Young Lions,Brunei DPMM,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12247063
59708,2024,15200524,Cf Talavera Real,Madrid,0,https://www.sofascore.com/football/match/cf-talavera-real-madrid/EgbstQFb#id:15200524
59708,2024,14083164,Deportivo Alaves Real,Madrid,0,https://www.sofascore.com/football/match/deportivo-alaves-real-madrid/EgbsKhb#id:14083164
59708,2024,12246945,Balestier Khalsa,Geylang International,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12246945
59708,2024,12246988,Balestier Khalsa,Geylang International,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12246988
59708,2024,12247019,Balestier Khalsa,Geylang International,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12247019
59708,2024,12247062,Balestier Khalsa,Geylang International,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12247062
59708,2024,12246923,Geylang International,Lion City Sailors,1,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12246923
59708,2024,12246962,Geylang International,Lion City Sailors,1,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12246962
59708,2024,12247003,Geylang International,Lion City Sailors,1,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12247003
59708,2024,12247043,Geylang International,Lion City Sailors,1,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12247043
59708,2024,12246948,Geylang International,Tampines Rovers,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12246948
59708,2024,12246979,Geylang International,Tampines Rovers,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12246979
59708,2024,12247026,Geylang International,Tampines Rovers,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12247026
59708,2024,12247057,Geylang International,Tampines Rovers,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12247057
59708,2024,12246947,Geylang International,Tanjong Pagar United,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12246947
59708,2024,12246995,Geylang International,Tanjong Pagar United,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12246995
59708,2024,12247027,Geylang International,Tanjong Pagar United,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12247027
59708,2024,15200513,Guadalajara,Barcelona,0,https://www.sofascore.com/football/match/guadalajara-barcelona/rgbsFLj#id:15200513
59708,2024,12246942,Albirex Niigata Singapore,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12246942
59708,2024,12246985,Albirex Niigata Singapore,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12246985
59708,2024,12247023,Albirex Niigata Singapore,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12247023
59708,2024,12247055,Albirex Niigata Singapore,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12247055
59708,2024,12246922,Balestier Khalsa,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12246922
59708,2024,12246970,Balestier Khalsa,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12246970
59708,2024,12247011,Balestier Khalsa,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12247011
59708,2024,12247049,Balestier Khalsa,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12247049
59708,2024,12246941,Geylang International,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12246941
59708,2024,12246975,Geylang International,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12246975
59708,2024,12247018,Geylang International,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12247018
59708,2024,12247053,Geylang International,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12247053
59708,2024,12246949,Lion City Sailors,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12246949
59708,2024,12246987,Lion City Sailors,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12246987
59708,2024,12247025,Lion City Sailors,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12247025
59708,2024,12247060,Lion City Sailors,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12247060
59708,2024,12246926,Tampines Rovers,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:12246926
59708,2024,12246974,Tampines Rovers,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:12246974
59708,2024,12247008,Tampines Rovers,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:12247008
59708,2024,12247035,Tampines Rovers,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:12247035
59708,2024,12246933,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:12246933
59708,2024,12246986,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:12246986
59708,2024,12247014,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:12247014
59708,2024,12247050,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:12247050
59708,2024,13780782,Tanjong Pagar United,Hougang United,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:13780782
59708,2024,12246913,Hougang United,Young Lions,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12246913
59708,2024,12246956,Hougang United,Young Lions,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12246956
59708,2024,12247005,Hougang United,Young Lions,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12247005
59708,2024,12247036,Hougang United,Young Lions,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12247036
59708,2024,14566611,Inter,Liverpool,0,https://www.sofascore.com/football/match/inter-liverpool/UsXdb#id:14566611
59708,2024,12246914,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12246914
59708,2024,12246959,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12246959
59708,2024,12246994,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12246994
59708,2024,12247031,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12247031
59708,2024,12246920,Lion City Sailors,Tanjong Pagar United,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12246920
59708,2024,12246961,Lion City Sailors,Tanjong Pagar United,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12246961
59708,2024,12247000,Lion City Sailors,Tanjong Pagar United,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12247000
59708,2024,12247032,Lion City Sailors,Tanjong Pagar United,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12247032
59708,2024,14083168,Osasuna,Barcelona,0,https://www.sofascore.com/football/match/osasuna-barcelona/rgbsvgb#id:14083168
59708,2024,14566595,Real Madrid Manchester,City,0,https://www.sofascore.com/football/match/real-madrid-manchester-city/rsEgb#id:14566595
59708,2024,14083185,Sevilla Real,Madrid,0,https://www.sofascore.com/football/match/sevilla-real-madrid/EgbsIgb#id:14083185
